"InvoiceNo","CustomerID","InvoiceDate","Quantity","UnitPrice","Country"
"INV108121","C00278","2025-09-25 18:48:00","8","148.27","Belgium"
"INV108122","C00174","2025-10-29 21:38:00","5","119.58","Spain"
"INV108123","C00259","2025-04-10 09:12:00","2","61.74","EIRE"
"INV108124","C00179","2025-01-03 02:22:00","9","153.55","United Kingdom"
"INV108125","C00301","2025-10-10 18:06:00","6","132.87","Portugal"
"INV108126","C00251","2025-06-30 22:00:00","4","49.2","Italy"
"INV108127","C00305","2025-05-11 04:44:00","3","42.88","Spain"
"INV108128","C00368","2026-02-11 07:12:00","7","23.31","Belgium"
"INV108129","C00236","2025-01-18 07:42:00","7","5.02","Netherlands"
"INV108130","C00046","2025-01-31 00:22:00","4","177.94","Netherlands"
"INV108131","C00329","2025-11-09 22:10:00","7","4.96","Italy"
"INV108132","C00363","2025-06-28 00:00:00","8","165.83","Portugal"
"INV108133","C00323","2025-12-26 08:53:00","7","57.32","Portugal"
"INV108134","C00276","2025-02-10 13:30:00","9","118.71","United Kingdom"
"INV108135","C00447","2026-01-23 10:11:00","8","18.3","Germany"
"INV108136","C00446","2025-03-20 22:43:00","2","153.29","Spain"
"INV108137","C00253","2025-10-25 13:15:00","5","163.87","France"
"INV108138","C00437","2025-11-02 02:26:00","2","70.36","EIRE"
"INV108139","C00409","2025-02-20 03:43:00","7","125.74","EIRE"
"INV108140","C00276","2025-04-28 23:24:00","8","150.81","Belgium"
"INV108141","C00456","2025-11-03 14:30:00","5","106.01","Belgium"
"INV108142","C00299","2025-10-05 09:03:00","7","171.34","France"
"INV108143","C00397","2025-03-18 00:42:00","2","69.18","United Kingdom"
"INV108144","C00219","2026-02-25 09:59:00","3","94.27","Italy"
"INV108145","C00028","2025-08-23 19:37:00","4","183.65","Portugal"
"INV108146","C00114","2025-06-15 15:44:00","7","112.37","Germany"
"INV108147","C00422","2025-08-16 21:21:00","4","160.73","Belgium"
"INV108148","C00496","2026-02-02 01:00:00","8","133.51","Germany"
"INV108149","C00293","2025-01-04 21:57:00","9","99.66","Spain"
"INV108150","C00044","2025-10-06 03:06:00","3","153.28","Netherlands"
"INV108151","C00293","2026-03-01 22:20:00","3","123.84","France"
"INV108152","C00088","2025-07-25 17:43:00","2","185.1","France"
"INV108153","C00302","2025-11-06 19:33:00","4","185.95","Spain"
"INV108154","C00056","2025-09-30 10:24:00","1","185.2","EIRE"
"INV108155","C00426","2025-12-21 15:05:00","8","62.26","Belgium"
"INV108156","C00055","2025-01-21 11:10:00","4","64.02","Portugal"
"INV108157","C00011","2026-01-18 12:37:00","1","114.21","Netherlands"
"INV108158","C00247","2026-03-22 07:18:00","5","178.43","Belgium"
"INV108159","C00150","2025-04-08 00:27:00","4","40.73","Belgium"
"INV108160","C00424","2025-08-14 23:54:00","9","82.74","United Kingdom"
"CINV108161","C00043","2025-12-20 23:36:00","7","16.52","EIRE"
"INV108162","C00125","2026-01-02 10:52:00","2","19.44","France"
"INV108163","C00128","2025-09-04 06:02:00","1","172.49","Netherlands"
"INV108164","C00356","2025-04-07 05:40:00","9","152.05","United Kingdom"
"INV108165","C00109","2025-07-19 19:33:00","1","56.82","Spain"
"INV108166","C00334","2025-09-24 04:43:00","7","166.04","Spain"
"CINV108167","C00028","2025-04-17 17:04:00","6","171.61","United Kingdom"
"INV108168","C00358","2026-02-15 19:14:00","9","44.52","United Kingdom"
"INV108169","C00311","2026-01-10 11:26:00","8","110.66","Belgium"
"INV108170","C00381","2025-06-13 08:07:00","2","82.91","United Kingdom"
"INV108171","C00308","2026-01-27 03:00:00","2","171.16","Spain"
"INV108172","C00015","2026-02-17 10:47:00","5","124.69","Spain"
"INV108173","C00075","2025-12-28 20:14:00","7","91.13","United Kingdom"
"INV108174","C00260","2025-04-22 00:28:00","7","26.53","EIRE"
"INV108175","C00072","2026-01-30 17:33:00","5","28.66","France"
"INV108176","C00424","2026-03-31 01:09:00","3","12.43","Italy"
"INV108177","C00088","2025-06-27 00:28:00","5","197.61","EIRE"
"INV108178","C00367","2026-03-16 07:06:00","7","149.35","Italy"
"INV108179","C00059","2025-07-26 02:53:00","1","43.04","EIRE"
"INV108180","C00004","2025-02-03 15:25:00","1","45","Germany"
"INV108181","C00259","2025-06-07 20:42:00","3","134.12","Belgium"
"CINV108182","C00437","2025-06-27 09:26:00","8","167.58","France"
"INV108183","C00144","2026-03-10 08:02:00","1","70.91","Spain"
"INV108184","C00050","2025-03-13 18:36:00","7","154.61","France"
"INV108185","C00140","2026-01-15 09:04:00","7","122.8","EIRE"
"INV108186","C00359","2025-09-21 11:38:00","3","85.73","Netherlands"
"INV108187","C00243","2025-05-23 21:33:00","2","76.53","United Kingdom"
"INV108188","C00035","2025-02-16 05:14:00","2","56.06","Portugal"
"INV108189","C00265","2026-03-20 03:00:00","8","2.94","EIRE"
"INV108190","C00195","2025-06-25 10:25:00","2","23.94","Germany"
"INV108191","C00087","2025-11-09 22:57:00","9","98.89","Germany"
"INV108192","C00418","2025-03-10 18:31:00","4","129.56","Portugal"
"INV108193","C00027","2025-05-27 20:52:00","8","29.51","Netherlands"
"INV108194","C00352","2025-11-11 14:28:00","9","144.56","United Kingdom"
"INV108195","C00251","2025-12-23 00:37:00","7","19.06","United Kingdom"
"INV108196","C00057","2025-03-16 07:11:00","7","5.08","Italy"
"INV108197","C00139","2025-11-19 18:57:00","4","154.7","Spain"
"INV108198","C00205","2025-08-05 19:00:00","6","92.46","Italy"
"INV108199","C00257","2025-10-16 07:03:00","7","65.69","France"
"INV108200","C00070","2025-02-05 15:12:00","1","97.97","Netherlands"
"INV108201","C00100","2025-12-11 21:33:00","6","59.79","EIRE"
"INV108202","C00212","2025-01-04 17:56:00","7","49.75","Italy"
"INV108203","C00137","2025-09-02 23:21:00","8","173.32","United Kingdom"
"INV108204","C00011","2025-12-08 15:03:00","8","144.27","Spain"
"INV108205","C00446","2025-03-06 13:53:00","1","117.58","Portugal"
"INV108206","C00351","2025-03-03 13:27:00","8","43.77","United Kingdom"
"INV108207","C00009","2025-07-07 09:25:00","2","103.75","United Kingdom"
"INV108208","C00198","2025-05-03 21:26:00","4","122.9","Italy"
"INV108209","C00252","2025-05-21 01:08:00","5","103.75","France"
"INV108210","C00096","2025-08-23 04:25:00","9","179.79","Netherlands"
"INV108211","C00301","2025-08-05 15:32:00","3","195.67","Portugal"
"INV108212","C00352","2026-02-28 00:43:00","5","29.83","Belgium"
"INV108213","C00422","2026-01-11 12:02:00","5","161.91","Belgium"
"INV108214","C00385","2025-01-21 08:43:00","3","56.27","Netherlands"
"INV108215","C00470","2025-09-22 21:53:00","5","16.39","Portugal"
"INV108216","C00060","2025-02-03 16:14:00","6","152.14","Spain"
"INV108217","C00151","2026-01-25 23:42:00","1","138.88","Spain"
"INV108218","C00207","2025-07-08 23:18:00","5","143.98","Netherlands"
"INV108219","C00452","2025-07-31 00:19:00","3","146.46","Belgium"
"INV108220","C00072","2025-04-29 04:25:00","7","127.03","EIRE"
"INV108221","C00380","2025-01-19 06:13:00","2","66.85","EIRE"
"INV108222","C00477","2025-03-02 19:46:00","5","187.02","Italy"
"CINV108223","C00050","2026-02-07 21:25:00","1","106.38","United Kingdom"
"INV108224","C00245","2025-01-17 18:17:00","6","99.03","Belgium"
"INV108225","C00219","2026-01-25 05:20:00","5","27.33","France"
"INV108226","C00221","2026-02-07 21:49:00","6","190.37","EIRE"
"INV108227","C00154","2025-02-04 07:48:00","1","125.7","Netherlands"
"INV108228","C00242","2025-11-18 19:18:00","7","192.95","EIRE"
"INV108229","C00113","2025-08-24 00:26:00","4","19.69","United Kingdom"
"INV108230","C00463","2025-11-27 13:27:00","3","41.73","Italy"
"INV108231","C00061","2025-02-13 00:55:00","6","86.73","Italy"
"INV108232","C00187","2025-04-17 20:15:00","6","198.72","EIRE"
"INV108233","C00226","2025-05-11 05:24:00","7","182.3","Germany"
"INV108234","C00415","2026-02-28 13:04:00","5","176.77","Italy"
"INV108235","C00415","2025-01-14 14:54:00","2","134.14","Belgium"
"INV108236","C00319","2025-10-04 05:28:00","4","34.95","United Kingdom"
"INV108237","C00050","2026-03-30 16:05:00","7","60.88","Spain"
"INV108238","C00363","2025-07-18 13:01:00","7","36.17","Spain"
"INV108239","C00188","2025-08-21 15:14:00","3","98.71","Portugal"
"INV108240","C00001","2026-03-12 04:20:00","6","182.14","Spain"
"INV108241","C00381","2025-03-19 03:05:00","4","74.32","United Kingdom"
"INV108242","C00100","2025-02-03 02:38:00","9","123.42","France"
"CINV108243","C00307","2025-04-05 12:47:00","7","80.44","United Kingdom"
"INV108244","C00195","2025-11-13 14:17:00","7","91.36","EIRE"
"INV108245","C00104","2026-02-01 23:24:00","3","52.4","Spain"
"INV108246","C00443","2025-09-14 05:23:00","2","119.69","Spain"
"INV108247","C00458","2025-12-13 00:38:00","5","109.76","Italy"
"INV108248","C00082","2025-06-22 16:18:00","6","177.35","Spain"
"INV108249","C00127","2025-06-23 14:07:00","8","158.49","Italy"
"CINV108250","C00153","2025-12-23 14:08:00","8","194.46","France"
"INV108251","C00129","2025-06-22 14:45:00","9","73.97","Spain"
"INV108252","C00484","2025-02-27 21:20:00","3","190.8","Spain"
"INV108253","C00128","2025-06-18 06:04:00","7","26.11","Italy"
"INV108254","C00315","2025-07-03 14:59:00","3","50.98","Belgium"
"INV108255","C00036","2026-01-12 16:45:00","7","177.24","Belgium"
"INV108256","C00145","2025-11-18 13:25:00","6","40.65","United Kingdom"
"INV108257","C00362","2026-02-13 10:14:00","2","182.63","Germany"
"INV108258","C00148","2026-02-19 14:53:00","5","28.22","France"
"CINV108259","C00164","2026-02-04 14:45:00","1","84.14","Netherlands"
"INV108260","C00175","2025-11-21 14:07:00","2","52.13","Germany"
"INV108261","C00032","2025-12-27 09:35:00","2","199.36","Germany"
"INV108262","C00089","2025-02-25 23:47:00","4","31.06","EIRE"
"INV108263","C00093","2026-02-04 16:13:00","8","117.41","Belgium"
"INV108264","C00342","2025-07-27 04:34:00","9","105.79","United Kingdom"
"INV108265","C00003","2025-06-15 20:51:00","2","43.41","France"
"INV108266","C00438","2026-03-14 22:41:00","9","123.32","Italy"
"INV108267","C00179","2025-11-08 09:33:00","2","5.57","France"
"INV108268","C00125","2025-03-03 16:03:00","2","185.48","Netherlands"
"INV108269","C00333","2025-07-03 04:09:00","3","15.08","Spain"
"INV108270","C00435","2025-09-01 06:30:00","9","90.53","Belgium"
"INV108271","C00052","2025-10-19 21:54:00","7","23.1","Portugal"
"INV108272","C00134","2025-03-05 18:49:00","3","11.32","Belgium"
"INV108273","C00166","2025-11-27 07:21:00","3","150.02","Belgium"
"INV108274","C00201","2025-04-24 16:25:00","1","97.15","Spain"
"INV108275","C00027","2026-03-12 12:06:00","9","112.27","Netherlands"
"INV108276","C00447","2025-12-25 23:04:00","6","42.16","Belgium"
"INV108277","C00098","2025-06-23 09:32:00","8","18.47","EIRE"
"INV108278","C00241","2025-01-16 16:57:00","7","63.52","Italy"
"INV108279","C00355","2025-07-30 06:38:00","2","171.32","France"
"INV108280","C00261","2025-08-17 08:06:00","8","39.1","Spain"
"INV108281","C00270","2025-09-29 22:13:00","2","127.78","Belgium"
"INV108282","C00015","2025-02-19 23:24:00","9","158.52","Portugal"
"INV108283","C00169","2025-01-10 17:00:00","9","45.88","United Kingdom"
"INV108284","C00252","2025-08-30 18:43:00","5","154.7","Netherlands"
"INV108285","C00304","2025-12-26 14:13:00","7","173.59","Belgium"
"INV108286","C00043","2025-01-05 19:21:00","3","84.19","Italy"
"INV108287","C00333","2026-02-06 09:15:00","8","81.72","Germany"
"INV108288","C00213","2025-08-14 02:10:00","9","16.77","Portugal"
"INV108289","C00086","2025-08-12 09:12:00","3","166.92","Spain"
"INV108290","C00074","2025-11-19 17:27:00","8","127.97","Portugal"
"INV108291","C00140","2025-09-25 04:46:00","5","134.46","Italy"
"INV108292","C00218","2026-03-14 15:54:00","3","108.91","EIRE"
"INV108293","C00195","2025-05-28 17:08:00","1","154.4","Belgium"
"INV108294","C00477","2026-03-30 04:51:00","1","185.64","Belgium"
"INV108295","C00104","2026-02-02 02:08:00","2","125.44","Italy"
"INV108296","C00077","2026-01-29 22:35:00","5","114.96","France"
"INV108297","C00171","2025-07-30 18:53:00","3","131.35","Portugal"
"INV108298","C00111","2025-09-29 02:28:00","4","142.21","EIRE"
"INV108299","C00111","2025-02-05 04:32:00","1","44.55","EIRE"
"INV108300","C00454","2025-07-21 17:43:00","6","82.59","United Kingdom"
"INV108301","C00207","2026-01-26 09:45:00","1","62.34","Netherlands"
"INV108302","C00060","2025-06-13 07:13:00","9","180.6","Germany"
"INV108303","C00284","2025-12-30 21:44:00","4","152.14","Belgium"
"INV108304","C00331","2025-07-14 18:41:00","5","88.73","Spain"
"INV108305","C00400","2026-03-04 14:33:00","3","33.95","Italy"
"INV108306","C00275","2025-07-23 05:41:00","9","161.07","United Kingdom"
"INV108307","C00483","2025-11-15 05:54:00","2","114.2","EIRE"
"INV108308","C00223","2025-12-15 18:52:00","9","52.56","Belgium"
"INV108309","C00207","2025-04-20 07:06:00","6","86.57","Germany"
"INV108310","C00007","2026-01-09 22:34:00","9","81.26","Belgium"
"INV108311","C00472","2025-02-27 05:00:00","1","85.93","France"
"INV108312","C00373","2026-01-09 09:30:00","8","141.38","EIRE"
"INV108313","C00156","2026-01-11 13:20:00","7","32.71","France"
"INV108314","C00485","2025-02-21 09:37:00","6","190.99","Belgium"
"INV108315","C00397","2025-07-28 16:09:00","4","137.09","Netherlands"
"INV108316","C00194","2026-01-29 18:09:00","4","24.32","Netherlands"
"INV108317","C00327","2025-09-06 05:32:00","1","137.68","Italy"
"INV108318","C00026","2025-06-07 12:37:00","4","122.81","Netherlands"
"CINV108319","C00495","2025-04-16 15:05:00","4","149.82","Netherlands"
"INV108320","C00453","2025-07-21 18:17:00","9","100.56","Belgium"
"INV108321","C00203","2025-01-27 05:28:00","3","74.25","Portugal"
"INV108322","C00325","2026-01-03 00:20:00","1","134.48","France"
"INV108323","C00445","2025-11-16 15:35:00","2","57.31","Portugal"
"INV108324","C00024","2025-10-18 13:11:00","3","6.76","Germany"
"INV108325","C00152","2025-11-18 22:28:00","3","51.38","France"
"INV108326","C00206","2025-12-24 05:39:00","4","150.76","EIRE"
"INV108327","C00330","2025-02-19 03:53:00","1","115.46","Belgium"
"INV108328","C00154","2026-02-27 21:47:00","9","163.18","France"
"INV108329","C00255","2026-03-28 06:11:00","9","75.06","Portugal"
"INV108330","C00047","2025-05-14 02:44:00","5","118.17","Belgium"
"INV108331","C00119","2025-09-13 10:45:00","6","140.32","Italy"
"INV108332","C00342","2025-11-19 08:37:00","9","68.96","Belgium"
"INV108333","C00106","2025-01-06 05:15:00","2","159.44","Germany"
"INV108334","C00441","2026-03-31 20:18:00","9","131.47","Italy"
"INV108335","C00186","2025-09-28 03:13:00","7","11.54","Portugal"
"INV108336","C00409","2025-05-06 01:48:00","2","76.53","Italy"
"INV108337","C00146","2025-03-10 02:09:00","6","163.18","Germany"
"INV108338","C00475","2025-08-05 13:50:00","9","149.3","Italy"
"INV108339","C00241","2025-06-24 04:06:00","9","47.94","France"
"INV108340","C00259","2026-02-25 23:15:00","7","87.75","United Kingdom"
"INV108341","C00153","2025-11-17 02:20:00","5","198.65","Germany"
"INV108342","C00138","2025-12-23 20:45:00","6","15.83","Italy"
"INV108343","C00130","2025-02-01 18:22:00","7","132.37","Netherlands"
"INV108344","C00234","2025-10-09 22:11:00","8","182.04","Italy"
"INV108345","C00491","2025-06-10 19:38:00","2","163.06","United Kingdom"
"INV108346","C00268","2025-08-07 17:46:00","8","36.73","Belgium"
"INV108347","C00036","2025-07-09 01:41:00","1","18.17","Spain"
"INV108348","C00372","2025-02-02 17:24:00","9","52.61","France"
"INV108349","C00085","2025-07-04 08:04:00","6","5.09","France"
"INV108350","C00185","2025-03-24 17:07:00","8","162.05","Italy"
"INV108351","C00251","2026-03-15 00:25:00","8","104.32","Germany"
"INV108352","C00350","2025-01-18 06:36:00","7","65.95","Portugal"
"INV108353","C00403","2025-06-23 20:56:00","4","78.99","Belgium"
"INV108354","C00229","2026-01-15 15:29:00","1","71.06","Belgium"
"INV108355","C00111","2025-05-24 23:32:00","2","185.49","Netherlands"
"INV108356","C00129","2025-10-26 21:14:00","6","185.22","Netherlands"
"INV108357","C00013","2025-02-22 16:06:00","6","103.8","Belgium"
"INV108358","C00062","2025-04-20 23:48:00","5","179.26","Spain"
"INV108359","C00365","2025-11-01 18:16:00","9","124.8","Portugal"
"INV108360","C00136","2025-03-09 22:14:00","2","50.96","Portugal"
"INV108361","C00329","2025-08-04 13:40:00","7","83.6","Belgium"
"INV108362","C00232","2025-01-30 16:44:00","1","176.89","Spain"
"CINV108363","C00072","2026-02-14 13:34:00","7","199.37","United Kingdom"
"INV108364","C00043","2025-06-06 03:19:00","8","9.23","Netherlands"
"INV108365","C00453","2025-01-18 07:55:00","1","28.64","Germany"
"INV108366","C00292","2025-12-07 13:29:00","3","89.38","Netherlands"
"INV108367","C00117","2025-07-02 14:28:00","2","153.15","EIRE"
"INV108368","C00158","2025-09-14 13:07:00","9","50.65","Portugal"
"INV108369","C00121","2025-03-29 18:17:00","9","187.11","Belgium"
"INV108370","C00113","2025-01-20 07:41:00","5","186.03","Germany"
"INV108371","C00056","2025-06-18 04:13:00","1","47.32","Germany"
"INV108372","C00296","2025-01-20 17:22:00","6","196.8","Netherlands"
"INV108373","C00049","2026-03-07 23:28:00","4","176.47","United Kingdom"
"INV108374","C00027","2026-03-28 19:10:00","1","174.02","United Kingdom"
"INV108375","C00382","2025-05-24 07:54:00","6","162.5","Germany"
"INV108376","C00266","2025-09-03 21:52:00","7","112.66","Belgium"
"INV108377","C00364","2025-05-06 06:55:00","4","166.7","Germany"
"INV108378","C00460","2026-03-06 11:41:00","6","17.87","United Kingdom"
"INV108379","C00106","2025-08-25 03:35:00","3","56.22","Spain"
"INV108380","C00092","2026-03-20 21:48:00","6","58.17","Germany"
"INV108381","C00167","2025-06-14 09:27:00","5","150.2","Germany"
"INV108382","C00386","2025-02-21 20:12:00","3","13.86","Germany"
"INV108383","C00148","2026-03-19 01:49:00","9","149.6","Italy"
"INV108384","C00341","2026-02-01 05:14:00","2","107.29","Germany"
"INV108385","C00113","2025-02-25 15:42:00","3","14.66","Spain"
"INV108386","C00275","2025-05-29 15:30:00","3","194.25","Belgium"
"INV108387","C00358","2025-09-22 15:21:00","5","18.64","Netherlands"
"INV108388","C00448","2025-10-01 22:11:00","3","26.72","Portugal"
"INV108389","C00349","2025-10-12 16:13:00","4","47.25","Germany"
"INV108390","C00497","2025-08-15 02:14:00","9","75.55","Netherlands"
"INV108391","C00162","2025-09-21 21:16:00","2","112.6","United Kingdom"
"INV108392","C00250","2025-03-05 17:13:00","9","26","Portugal"
"INV108393","C00023","2025-11-04 08:32:00","3","70.21","Spain"
"INV108394","C00284","2025-04-25 06:52:00","4","147.35","United Kingdom"
"INV108395","C00059","2025-06-08 21:54:00","4","105.92","Netherlands"
"INV108396","C00328","2025-05-15 13:09:00","4","90.23","France"
"INV108397","C00208","2025-09-11 10:09:00","9","174.35","United Kingdom"
"INV108398","C00047","2025-10-23 15:35:00","5","112.56","Germany"
"INV108399","C00094","2025-05-03 05:17:00","6","127.51","EIRE"
"INV108400","C00094","2025-12-18 10:26:00","1","182.39","United Kingdom"
"INV108401","C00187","2025-02-02 02:13:00","3","14.09","Spain"
"INV108402","C00096","2025-05-03 08:36:00","7","39.22","Spain"
"INV108403","C00189","2025-07-08 02:16:00","8","182.56","Portugal"
"INV108404","C00116","2025-01-07 13:41:00","8","195.39","United Kingdom"
"INV108405","C00500","2025-05-18 23:45:00","5","174.48","Germany"
"INV108406","C00259","2025-07-23 11:17:00","8","119.66","Belgium"
"INV108407","C00108","2025-07-20 12:25:00","9","88.26","Spain"
"CINV108408","C00286","2025-03-04 00:05:00","4","159.94","France"
"INV108409","C00359","2025-12-27 13:03:00","1","161.6","Netherlands"
"INV108410","C00138","2025-07-10 19:23:00","4","157.08","Portugal"
"INV108411","C00437","2025-11-26 22:55:00","4","156.76","Italy"
"INV108412","C00465","2025-05-11 19:08:00","9","37.41","France"
"INV108413","C00196","2025-10-08 18:30:00","9","70.22","United Kingdom"
"INV108414","C00347","2025-06-12 11:05:00","3","99.38","Spain"
"INV108415","C00393","2025-12-16 02:44:00","4","72.1","Spain"
"INV108416","C00451","2026-01-04 17:50:00","8","182.72","Netherlands"
"INV108417","C00379","2025-12-27 14:48:00","9","76.85","Spain"
"INV108418","C00423","2025-09-24 01:35:00","8","199.56","Portugal"
"INV108419","C00092","2026-03-30 20:13:00","4","83.27","Spain"
"INV108420","C00400","2025-01-27 10:18:00","6","12.95","Spain"
"INV108421","C00140","2025-08-10 23:40:00","1","52.53","Spain"
"INV108422","C00321","2025-09-28 13:28:00","8","22.66","EIRE"
"INV108423","C00313","2025-12-01 16:12:00","7","37.81","Portugal"
"INV108424","C00061","2026-02-11 08:52:00","8","154.68","Germany"
"INV108425","C00453","2025-03-24 16:55:00","9","108.62","Belgium"
"INV108426","C00452","2026-03-04 03:34:00","5","50.25","Italy"
"INV108427","C00392","2025-11-01 06:03:00","2","101.99","Germany"
"INV108428","C00016","2026-03-30 20:43:00","6","7.35","Netherlands"
"INV108429","C00491","2026-02-10 07:01:00","3","112.24","Netherlands"
"INV108430","C00466","2025-04-26 19:37:00","3","167.67","Netherlands"
"INV108431","C00101","2025-06-05 18:59:00","6","30.14","Netherlands"
"INV108432","C00342","2025-10-23 15:26:00","6","97.93","Germany"
"INV108433","C00193","2026-01-24 01:09:00","5","102.64","Netherlands"
"INV108434","C00354","2025-11-12 13:20:00","3","99.84","Belgium"
"INV108435","C00115","2025-12-22 16:54:00","7","4.32","Belgium"
"INV108436","C00221","2025-04-18 14:23:00","9","33.81","Italy"
"INV108437","C00375","2025-07-13 15:26:00","7","98.8","EIRE"
"INV108438","C00012","2025-09-05 08:52:00","3","135.54","EIRE"
"INV108439","C00338","2026-02-14 07:49:00","9","70.22","France"
"INV108440","C00496","2025-10-08 10:58:00","8","187.29","Germany"
"INV108441","C00478","2025-05-23 17:20:00","1","71.96","Belgium"
"INV108442","C00243","2025-02-18 05:58:00","5","23.12","Spain"
"INV108443","C00169","2025-02-19 20:08:00","6","172.06","Belgium"
"INV108444","C00098","2025-07-07 07:01:00","1","49.21","EIRE"
"INV108445","C00128","2025-11-22 04:16:00","8","36.95","France"
"INV108446","C00283","2026-03-10 02:28:00","6","76.43","Germany"
"INV108447","C00404","2025-10-18 14:23:00","4","114.61","Italy"
"INV108448","C00186","2025-07-06 15:40:00","9","60.82","United Kingdom"
"INV108449","C00192","2025-09-06 13:46:00","8","132.53","Germany"
"INV108450","C00079","2025-12-18 21:13:00","5","137.91","EIRE"
"INV108451","C00201","2025-11-07 12:53:00","4","60.13","United Kingdom"
"INV108452","C00314","2025-12-26 17:00:00","3","67.42","United Kingdom"
"INV108453","C00353","2025-12-18 20:31:00","1","86.98","United Kingdom"
"INV108454","C00193","2025-07-30 04:47:00","3","110.37","Netherlands"
"INV108455","C00414","2025-05-28 17:23:00","4","51.54","France"
"INV108456","C00415","2025-02-04 03:48:00","7","191.41","United Kingdom"
"INV108457","C00032","2025-08-17 01:17:00","7","112.31","Spain"
"INV108458","C00228","2025-11-24 21:57:00","2","28.8","Belgium"
"INV108459","C00051","2025-04-09 13:08:00","1","94.21","Italy"
"INV108460","C00209","2025-05-22 05:36:00","7","127.05","Italy"
"INV108461","C00500","2025-04-10 12:12:00","3","105.15","Belgium"
"INV108462","C00090","2025-07-11 11:33:00","5","75.07","France"
"INV108463","C00355","2025-11-14 09:31:00","8","113.84","Germany"
"INV108464","C00155","2025-05-22 00:10:00","2","107.3","Italy"
"INV108465","C00164","2025-02-26 13:18:00","4","124.37","Germany"
"INV108466","C00382","2025-01-13 22:42:00","4","160.38","France"
"INV108467","C00128","2025-05-07 20:46:00","4","53.14","Germany"
"INV108468","C00030","2026-02-25 21:28:00","2","37.69","Italy"
"INV108469","C00145","2025-03-20 01:54:00","5","36.93","France"
"INV108470","C00211","2026-02-01 18:09:00","9","64.82","United Kingdom"
"INV108471","C00305","2025-01-17 20:33:00","8","81.5","Portugal"
"INV108472","C00035","2025-12-11 08:22:00","1","193.22","Netherlands"
"INV108473","C00012","2025-03-19 17:28:00","1","50.12","Spain"
"INV108474","C00218","2025-03-16 13:43:00","4","164.65","Netherlands"
"INV108475","C00385","2025-12-17 20:50:00","1","92.11","Belgium"
"INV108476","C00450","2025-12-21 01:15:00","5","95.87","United Kingdom"
"INV108477","C00051","2025-10-09 02:35:00","8","118.24","France"
"INV108478","C00296","2025-01-09 04:26:00","6","54.59","France"
"INV108479","C00070","2025-10-02 16:38:00","8","189.13","Netherlands"
"INV108480","C00056","2026-03-11 16:53:00","4","8.44","Portugal"
"INV108481","C00159","2025-12-07 10:01:00","5","23.75","Spain"
"INV108482","C00015","2025-10-11 05:14:00","7","95.33","Spain"
"INV108483","C00368","2025-03-17 18:51:00","2","84.81","EIRE"
"INV108484","C00108","2026-03-29 05:49:00","4","13.2","Italy"
"INV108485","C00238","2025-09-10 07:25:00","2","185.6","France"
"INV108486","C00227","2025-09-28 23:23:00","2","134.49","Italy"
"CINV108487","C00415","2025-12-01 08:03:00","6","187.67","Portugal"
"INV108488","C00218","2025-05-06 00:24:00","7","169.1","United Kingdom"
"INV108489","C00386","2026-03-16 11:59:00","2","154.82","EIRE"
"INV108490","C00306","2025-05-23 02:29:00","2","2.13","United Kingdom"
"INV108491","C00416","2025-10-06 02:38:00","2","164.13","Portugal"
"INV108492","C00222","2025-11-29 05:12:00","4","151.68","United Kingdom"
"INV108493","C00376","2025-04-10 14:57:00","6","19.91","France"
"INV108494","C00150","2025-12-27 23:50:00","7","108.6","EIRE"
"INV108495","C00114","2025-08-15 02:49:00","8","120.62","EIRE"
"INV108496","C00023","2026-01-29 09:17:00","3","39.63","Netherlands"
"INV108497","C00134","2025-08-01 03:02:00","7","40.24","Italy"
"INV108498","C00032","2025-06-07 21:28:00","5","129.74","Portugal"
"INV108499","C00376","2025-07-31 01:05:00","4","58.23","France"
"INV108500","C00429","2025-11-24 01:50:00","1","155.15","France"
"INV108501","C00242","2025-03-19 11:22:00","3","97.19","Spain"
"INV108502","C00231","2025-03-17 10:08:00","3","174.38","Italy"
"INV108503","C00059","2025-03-08 14:42:00","1","72.79","Belgium"
"INV108504","C00367","2025-10-03 20:57:00","7","27.59","EIRE"
"INV108505","C00001","2025-01-21 11:17:00","7","12.69","Netherlands"
"INV108506","C00434","2025-02-21 15:38:00","4","68.89","Spain"
"INV108507","C00058","2025-02-25 11:38:00","7","65.87","France"
"INV108508","C00335","2025-09-05 16:07:00","6","8.57","EIRE"
"INV108509","C00197","2025-10-16 18:54:00","3","105.19","EIRE"
"INV108510","C00201","2025-11-29 19:10:00","7","166.12","Spain"
"INV108511","C00126","2025-11-15 07:00:00","7","94.19","Belgium"
"INV108512","C00339","2025-12-27 13:07:00","2","129.66","Germany"
"INV108513","C00099","2025-11-22 07:52:00","1","191.98","United Kingdom"
"INV108514","C00142","2025-02-11 02:14:00","2","138.3","Italy"
"INV108515","C00341","2025-04-16 06:10:00","9","180.83","Italy"
"INV108516","C00474","2025-10-01 14:35:00","4","109.05","United Kingdom"
"INV108517","C00037","2025-03-19 12:22:00","6","15.56","Portugal"
"INV108518","C00064","2025-02-22 20:04:00","6","163.58","United Kingdom"
"INV108519","C00025","2025-03-23 03:59:00","9","96.04","Germany"
"INV108520","C00337","2025-05-18 21:21:00","3","160.91","EIRE"
"INV108521","C00065","2025-07-18 14:12:00","1","25.69","United Kingdom"
"INV108522","C00492","2025-05-27 21:44:00","4","41.14","Italy"
