temperatura,presion,velocidad_linea,vibracion,humedad,maquina,turno,material,defectuoso
206.78,55.64,106.99,1.82,39.39,M2,Nocturno,A,0
184.63,50.09,83.28,2.88,48.74,M1,Vespertino,B,0
190.76,41.21,92.83,2.64,51.51,M3,Matutino,C,0
184.48,49.41,87.49,2.56,45.38,M1,Nocturno,C,0
197.87,51.66,109.14,2.54,43.07,M2,Nocturno,A,0
195.89,41.76,96.48,2.45,37.7,M1,Matutino,A,0
203.68,55.31,116.91,3.48,43.34,M3,Vespertino,C,1
205.18,49.69,113.3,1.9,42.05,M3,Matutino,B,0
215.81,52.95,100.3,3.13,46.07,M2,Vespertino,C,1
185.16,54.66,90.42,2.49,50.36,M3,Matutino,B,0
186.01,58.22,120.76,3.5,47.35,M3,Nocturno,C,1
201.36,47.9,106.43,3.32,39.7,M2,Vespertino,A,0
208.06,47.52,112.93,1.91,43.16,M3,Nocturno,B,0
179.73,47.4,82.82,2.63,41.37,M2,Vespertino,A,0
199.13,47.92,104.61,2.67,44.36,M2,Vespertino,A,0
204.66,46.91,118.28,2.74,38.4,M3,Nocturno,A,0
176.28,57.9,77.04,2.73,41.36,M1,Vespertino,B,0
182.37,54.3,112.73,2.31,47.55,M2,Vespertino,A,0
215.22,56.56,113.82,3.37,59.08,M1,Nocturno,C,1
192.34,48.15,118.13,1.76,42.7,M1,Vespertino,B,0
192.09,55.14,102.12,2.98,41.64,M1,Vespertino,C,0
195.56,59.9,110.81,1.54,36.4,M1,Nocturno,B,0
209.97,57.28,106.4,2.89,42.61,M2,Matutino,A,0
208.82,59.94,88.1,4.0,61.12,M3,Nocturno,B,1
199.1,48.11,113.82,1.52,45.49,M1,Vespertino,C,0
186.59,49.46,115.39,3.01,38.79,M2,Matutino,B,0
197.95,42.81,118.81,2.5,42.27,M1,Vespertino,A,0
198.43,53.97,116.28,2.15,50.94,M1,Vespertino,B,0
189.01,49.7,100.99,2.0,40.49,M1,Matutino,A,0
199.25,52.23,119.81,2.07,36.99,M3,Nocturno,A,0
212.27,65.75,134.95,4.36,47.79,M1,Nocturno,C,1
195.1,54.22,122.81,3.36,40.32,M2,Vespertino,B,0
211.84,54.23,100.55,5.05,58.4,M2,Nocturno,B,1
193.64,41.28,90.62,2.58,42.21,M3,Matutino,A,0
214.52,55.95,115.7,4.2,37.57,M1,Vespertino,A,1
217.26,66.92,131.67,4.42,46.17,M2,Nocturno,C,1
213.07,61.17,132.53,3.81,44.07,M3,Nocturno,C,1
197.08,49.42,125.76,2.1,35.93,M2,Matutino,B,0
193.37,56.33,92.24,3.27,38.22,M1,Nocturno,A,0
194.97,63.81,104.24,1.46,39.8,M2,Vespertino,B,0
198.15,54.48,108.07,2.41,49.25,M1,Matutino,C,0
202.59,53.03,121.59,3.06,44.01,M1,Matutino,A,0
207.56,46.86,75.56,2.22,37.44,M2,Nocturno,B,0
179.68,50.3,98.29,1.98,43.23,M1,Nocturno,B,0
196.81,60.09,102.54,2.92,43.53,M1,Matutino,B,0
200.83,47.31,105.86,2.14,33.04,M2,Nocturno,A,0
196.64,50.81,109.68,2.4,47.0,M2,Matutino,A,0
199.21,51.08,76.02,2.01,51.93,M1,Vespertino,B,0
201.27,53.04,106.84,2.95,37.77,M3,Matutino,A,0
179.64,51.68,116.93,1.92,44.61,M2,Vespertino,C,0
197.12,44.53,84.24,2.61,46.29,M1,Vespertino,B,0
188.81,45.04,97.98,2.77,42.56,M3,Nocturno,C,0
210.37,57.67,109.45,4.43,55.69,M1,Matutino,B,1
211.36,56.44,116.9,3.65,54.97,M3,Vespertino,B,1
194.82,53.43,101.89,1.04,36.05,M2,Matutino,A,0
189.75,59.88,100.15,2.21,41.94,M2,Vespertino,A,0
186.26,48.13,93.38,2.23,47.28,M2,Nocturno,C,0
191.94,54.77,94.5,2.41,43.51,M2,Matutino,A,0
201.59,60.76,121.08,4.95,55.91,M3,Nocturno,C,1
198.0,54.39,102.3,2.92,41.88,M2,Nocturno,A,0
218.15,53.11,99.92,5.45,45.79,M1,Nocturno,C,1
199.23,55.79,142.0,3.87,46.4,M1,Nocturno,C,1
198.96,57.18,115.01,3.9,51.49,M1,Nocturno,B,1
190.05,52.79,109.91,2.54,46.41,M1,Nocturno,C,0
195.81,52.38,102.52,1.78,34.59,M2,Nocturno,A,0
194.51,47.19,117.3,1.9,44.09,M3,Vespertino,B,0
189.98,46.62,111.67,2.33,42.04,M1,Matutino,B,0
198.24,48.5,102.77,1.83,38.12,M1,Nocturno,B,0
182.67,47.79,108.69,2.67,37.75,M1,Matutino,A,0
204.01,57.51,116.82,5.19,47.63,M1,Nocturno,C,1
224.54,51.81,112.67,4.44,52.17,M1,Nocturno,C,1
194.69,55.85,89.49,2.0,40.1,M1,Matutino,A,0
210.39,60.0,120.7,4.87,45.98,M3,Vespertino,C,1
196.47,47.49,101.24,2.33,41.48,M3,Nocturno,B,0
199.77,57.81,89.68,1.07,35.81,M1,Vespertino,A,0
195.35,50.83,100.36,1.36,41.93,M1,Matutino,A,0
190.42,46.81,97.25,2.17,35.46,M1,Vespertino,A,0
211.48,57.58,91.79,2.85,33.81,M2,Matutino,B,0
202.43,50.73,106.18,2.98,48.39,M1,Matutino,A,0
189.12,57.44,94.39,1.94,43.86,M2,Nocturno,A,0
224.24,56.98,104.37,4.57,49.97,M3,Vespertino,A,1
209.13,49.09,103.5,3.18,39.69,M2,Nocturno,A,0
207.91,43.1,104.66,2.64,45.04,M2,Nocturno,B,0
199.99,53.95,107.32,1.77,45.93,M2,Vespertino,B,0
191.63,51.16,108.57,1.68,36.99,M1,Nocturno,A,0
182.87,46.87,105.01,1.42,40.63,M3,Matutino,A,0
198.58,52.05,105.86,1.41,40.38,M1,Nocturno,A,0
204.68,51.89,72.07,1.18,49.2,M1,Matutino,A,0
199.52,49.38,137.49,3.27,37.95,M2,Vespertino,C,1
203.43,57.78,91.21,2.71,41.42,M2,Vespertino,A,0
199.59,54.86,113.49,1.62,29.85,M1,Vespertino,B,0
201.87,57.21,114.41,5.54,48.47,M2,Nocturno,C,1
189.59,48.5,94.4,2.37,36.51,M2,Vespertino,A,0
186.49,46.32,96.04,3.57,40.31,M2,Matutino,A,0
200.01,54.34,104.86,3.25,40.91,M2,Matutino,A,0
186.6,54.12,97.54,2.56,40.89,M3,Nocturno,B,0
212.61,64.03,122.84,3.87,47.74,M2,Nocturno,C,1
204.48,55.15,89.33,4.3,45.96,M3,Nocturno,A,1
186.29,64.95,76.14,2.39,39.79,M2,Matutino,C,0
184.41,61.51,97.05,2.39,32.98,M3,Nocturno,A,0
194.48,47.87,101.69,2.09,49.8,M1,Vespertino,B,0
223.08,67.0,118.54,4.68,53.82,M3,Matutino,B,1
200.72,56.72,142.0,4.07,42.72,M3,Nocturno,A,1
196.55,46.47,77.59,1.97,44.42,M2,Vespertino,A,0
192.84,48.52,87.29,1.97,47.15,M3,Nocturno,B,0
197.67,52.72,106.47,2.58,40.54,M2,Vespertino,B,0
185.82,50.52,114.69,2.51,39.6,M3,Nocturno,C,0
187.69,58.2,122.41,2.33,47.46,M3,Nocturno,A,0
195.96,51.09,106.2,2.8,45.57,M3,Matutino,B,0
195.31,47.73,90.62,2.19,39.26,M2,Matutino,B,0
195.43,44.87,117.7,3.36,45.21,M1,Nocturno,C,0
200.54,51.47,89.44,2.18,34.61,M2,Nocturno,B,0
188.31,50.48,107.99,2.35,34.99,M2,Matutino,C,0
210.61,55.65,138.97,4.51,50.21,M2,Vespertino,A,1
181.66,44.76,102.52,1.53,34.45,M1,Vespertino,A,0
207.61,53.81,96.68,3.75,50.58,M1,Nocturno,C,1
183.89,52.84,113.59,2.3,42.19,M1,Matutino,B,0
194.03,49.54,101.35,2.82,41.4,M1,Nocturno,C,0
211.65,52.87,95.32,1.5,33.84,M3,Matutino,A,0
185.73,46.17,113.81,3.06,39.16,M1,Nocturno,A,0
207.78,59.71,94.49,4.28,42.67,M1,Matutino,A,1
198.23,53.21,99.64,2.21,37.16,M1,Nocturno,A,0
209.84,52.92,126.12,2.95,34.59,M1,Vespertino,A,0
181.9,50.72,91.12,2.59,42.64,M1,Matutino,A,0
202.88,59.15,114.17,3.74,57.83,M2,Matutino,A,1
217.81,59.07,94.51,3.37,55.05,M3,Matutino,C,1
186.8,54.93,117.13,2.85,44.3,M3,Matutino,A,0
204.13,48.57,99.33,2.42,35.95,M1,Nocturno,B,0
185.69,50.4,116.68,3.43,40.44,M2,Vespertino,A,0
211.8,55.51,101.5,3.46,47.88,M3,Vespertino,C,1
197.9,54.1,98.7,2.38,40.6,M1,Vespertino,A,0
221.34,56.58,96.57,3.48,58.57,M3,Vespertino,C,1
179.81,56.0,102.76,1.55,36.63,M2,Matutino,B,0
203.81,44.78,111.32,2.44,39.93,M1,Vespertino,A,0
192.93,49.52,116.55,2.04,35.35,M2,Vespertino,C,0
220.03,57.23,125.16,3.64,50.48,M2,Matutino,C,1
219.48,59.03,124.03,5.26,51.49,M3,Nocturno,A,1
196.89,57.06,124.75,2.28,52.02,M1,Vespertino,A,1
212.02,55.86,118.67,1.54,44.86,M2,Matutino,A,0
196.03,51.3,94.03,2.14,50.29,M3,Nocturno,B,0
192.43,52.61,117.85,2.29,46.75,M3,Matutino,B,0
216.31,53.9,135.57,3.49,52.91,M3,Nocturno,C,1
199.78,51.11,121.46,1.98,38.18,M2,Nocturno,B,0
200.38,50.27,78.94,2.13,39.18,M1,Nocturno,A,0
193.93,54.63,117.37,3.73,55.45,M3,Nocturno,C,1
201.75,44.61,94.03,1.89,43.39,M3,Nocturno,A,0
192.03,51.43,112.14,1.75,46.19,M2,Vespertino,A,0
189.92,52.56,95.22,2.23,37.81,M2,Matutino,A,0
178.72,58.79,116.49,2.36,45.38,M3,Nocturno,A,0
191.45,55.02,119.21,3.18,32.17,M2,Nocturno,A,0
182.68,50.23,81.81,2.18,38.29,M3,Nocturno,A,0
188.19,51.16,112.88,2.06,37.01,M1,Vespertino,C,0
185.25,49.0,93.59,1.67,48.61,M2,Matutino,B,0
207.84,63.77,141.5,4.65,63.0,M2,Nocturno,C,1
196.3,48.67,100.35,2.4,46.32,M1,Vespertino,A,0
214.29,58.38,106.51,4.8,43.83,M2,Nocturno,C,1
193.46,45.07,108.04,1.76,38.38,M2,Vespertino,A,0
189.97,51.49,96.66,3.12,40.13,M1,Matutino,B,0
181.13,52.09,81.31,1.57,46.16,M1,Vespertino,C,0
199.09,45.81,82.48,1.33,36.66,M2,Vespertino,C,0
202.9,57.13,116.82,4.18,49.33,M3,Vespertino,C,1
187.96,59.91,112.62,2.41,35.87,M3,Nocturno,A,0
195.71,48.07,94.67,2.69,46.19,M1,Nocturno,B,0
195.25,48.38,77.98,1.0,38.39,M1,Nocturno,B,0
202.91,48.22,120.92,4.01,50.85,M2,Nocturno,B,1
196.63,50.9,111.68,2.53,40.44,M1,Vespertino,A,0
193.87,49.91,96.17,1.82,40.3,M3,Matutino,A,0
202.42,50.1,89.66,1.58,29.86,M3,Vespertino,A,0
187.65,51.8,82.73,1.94,46.2,M2,Vespertino,C,0
210.76,54.44,128.92,3.18,48.1,M1,Nocturno,C,1
189.21,44.03,127.5,2.49,48.74,M2,Vespertino,A,0
205.61,59.43,112.73,5.45,57.99,M3,Nocturno,C,1
196.1,46.06,72.0,1.72,38.79,M2,Matutino,A,0
190.12,52.35,72.78,2.51,32.33,M1,Matutino,B,0
198.39,51.58,81.8,2.32,47.2,M3,Vespertino,C,0
184.56,57.26,83.75,2.26,41.3,M2,Nocturno,C,0
179.18,47.76,114.67,1.21,40.89,M1,Matutino,A,0
185.23,54.52,92.37,1.75,36.8,M2,Vespertino,A,0
204.69,63.14,133.65,4.22,49.97,M1,Vespertino,C,1
200.21,46.15,86.83,1.75,41.6,M3,Nocturno,B,0
205.53,54.17,113.97,2.32,33.64,M3,Matutino,A,0
195.3,54.24,72.41,3.54,47.46,M1,Matutino,C,0
211.78,53.6,100.21,3.36,46.88,M2,Vespertino,C,1
194.52,58.84,94.64,2.31,41.83,M1,Nocturno,A,0
208.74,58.95,98.21,4.24,51.07,M2,Nocturno,B,1
212.75,54.76,101.24,5.02,59.81,M3,Nocturno,B,1
178.31,53.58,90.32,2.07,33.69,M2,Vespertino,A,0
199.62,50.98,98.31,1.85,37.29,M3,Vespertino,A,0
212.59,57.15,142.0,3.95,50.3,M3,Nocturno,B,1
193.58,46.05,102.98,2.45,41.34,M1,Nocturno,A,0
177.27,50.57,106.46,2.19,38.51,M3,Nocturno,B,0
192.42,56.13,106.34,2.99,36.38,M1,Nocturno,A,0
210.06,54.1,122.1,3.73,53.13,M1,Nocturno,A,1
189.71,51.71,90.74,2.08,32.78,M1,Nocturno,B,0
191.78,54.95,115.49,2.0,51.95,M2,Matutino,B,0
192.24,60.53,135.77,4.24,57.01,M1,Nocturno,A,1
202.31,52.54,96.77,2.48,48.97,M2,Nocturno,A,0
199.56,43.18,108.83,2.02,44.93,M1,Vespertino,C,0
197.29,55.38,93.87,2.38,41.37,M3,Matutino,A,0
183.37,47.45,74.18,2.92,43.51,M1,Vespertino,A,0
181.12,55.59,95.88,2.19,43.3,M2,Matutino,A,0
193.73,46.09,114.27,2.76,40.93,M2,Vespertino,A,0
192.13,45.58,84.28,1.58,50.31,M2,Matutino,B,0
213.11,59.28,85.36,1.0,34.94,M2,Nocturno,C,0
188.18,49.44,82.05,2.18,54.41,M1,Nocturno,C,0
208.6,59.49,119.51,3.43,51.44,M3,Vespertino,A,1
213.36,54.6,103.16,3.61,46.37,M3,Nocturno,C,1
187.9,53.25,74.36,2.02,37.98,M1,Vespertino,B,0
184.98,50.78,103.05,2.27,41.37,M2,Vespertino,C,0
206.07,48.15,79.52,2.05,38.37,M1,Matutino,C,0
198.01,59.27,80.96,1.81,35.6,M1,Matutino,B,0
192.92,57.88,130.13,4.43,52.93,M3,Matutino,C,1
207.05,56.91,109.66,3.78,55.71,M3,Nocturno,C,1
192.09,55.42,94.92,2.24,42.49,M3,Nocturno,B,0
210.97,48.53,115.11,4.64,54.25,M3,Matutino,C,1
198.93,46.36,109.41,2.38,41.15,M3,Nocturno,A,0
197.02,50.17,93.77,2.72,39.04,M3,Nocturno,A,0
193.25,49.4,108.22,3.01,50.13,M2,Vespertino,C,0
189.41,47.59,88.39,2.7,44.53,M2,Matutino,C,0
192.62,47.23,77.03,2.77,40.09,M1,Vespertino,A,0
228.0,54.89,131.14,4.94,50.66,M2,Vespertino,C,1
